module,type,name,res_id,src,value,comments
base,model,"ir.module.module,description",base.module_mass_mailing,"Odoo Mass Mailing
-----------------

Easily send mass mailing to your leads, opportunities or customers
with Odoo <a href=""https://www.odoo.com/page/mailing#"">Mass Mailing</a>. Track
marketing campaigns performance to improve conversion rates. Design
professional emails and reuse templates in a few clicks.

Send Professional Emails
------------------------

Import database of prospects or filter on existing leads, opportunities and
customers in just a few clicks.

Define email templates to reuse content or specific design for your newsletter.
Setup several email servers with their own IP/domain to optimise opening rates.

Organize Marketing Campaigns
----------------------------

Design, Send, Track by Campaigns with our <a href=""https://www.odoo.com/page/mailing"">Lead Automation</a> app.

Get real time statistics on campaigns performance to improve your conversion
rate. Track mails sent, received, opened and answered.

Easily manage your marketing campaigns, discussion groups, leads and
opportunities in one simple and powerful platform.

Integrated with Odoo Apps
-------------------------

Get access to mass mailing features from every Odoo app to improve the way your
users communicate.

Send template of emails from Odoo <a href=""https://www.odoo.com/page/mailing"">CRM opportunities</a>, select leads based
on marketing segments, send <a href=""https://www.odoo.com/page/recruitment"">job offers</a> and automate
answers to applicants, reuse email template in the lead automation marketing
campaigns.

Answers to your emails appears automatically in the history of every document
with the social network module.

Clean Your Lead Database
------------------------

Get a clean lead database that improves over the time using the performance of
your mails. Odoo handle bounce mails efficiently, flag erroneous leads
accordingly and gives you statistics on the quality of your leads.

One click emails send
---------------------

The marketing department will love working on campaigns. But you can also give
a one click mass mailing facility to all others users on their own prospects or
documents.

Select a few documents (e.g. leads, support tickets, suppliers, applicants,
...) and send emails to their contacts in one click, reusing existing emails
templates.

Follow-up On Answers
--------------------

The chatter feature enables you to communicate faster and more efficiently with
your customer. Get documents created automatically (leads, opportunities,
tasks, ...) based on answers to your mass mailing campaigns Follow the
discussion directly on the business documents within Odoo or via email.

Get all the negotiations and discussions attached to the right document and
relevent managers notified on specific events.

Campaigns Dashboard
-------------------

Get the insights you need to make smarter marketing campaign. Track statistics
per campaign: bounce rates, sent mails, best content, etc. The clear dashboards
gives you a direct overview of your campaign performance.

Fully Integrated With Others Apps
---------------------------------

Define automated actions (e.g. ask a salesperson to call, send an email, ...)
based on triggers (no activity since 20 days, answered a promotional email,
etc.)

Optimize campaigns from lead to close, on every channel. Make smarter decisions
about where to invest and show the impact of your marketing activities on your
company's bottom line.

Integrate a contact form in your website easily. Forms submissions create leads
automatically in Odoo CRM. Leads can be used in marketing campaigns.

Manage your <a href=""https://www.odoo.com/page/crm"">sales funnel</a> with no
effort. Attract leads, follow-up on phone calls and meetings. Analyse the
quality of your leads to make informed decisions and save time by integrating
emails directly into the application.

",,
base,model,"ir.module.module,description",base.module_note,"Odoo Notes
----------

Organize yourself with efficient <a href=""https://www.odoo.com/page/notes"">todo lists and notes</a>.
From personal tasks to collaborative meeting minutes, increase your user's
productivity by giving them the tools to prioritize their work, share their
ideas and collaborate on documents.

Personal to-do lists that works
-------------------------------

Quickly create to-dos, organize horizontally for the mid-term (today, this week, this month, ...), prioritize vertically for the short term and group by assigning colors. The kanban approach allows a simple visual organization of your to-dos.

### Beat Work Overload

Feel how good it is to rely on a structured way to organize your work instead of keeping everything in memory. Use notes to [Get Things Done](http://en.wikipedia.org/wiki/Getting_Things_Done).

### Prioritize Efficiently

Most people are lost in the flow of urgent daily tasks and have difficulties to work on important, long-term tasks. Notes gives you a simple way to allocate time very day to do important, but less urgent tasks.

### Find Motivation to Close Tasks

People used to work on tasks they like and not on important tasks. Start feeling good by checking tasks as done.

Adapts to Your Creative Process
-------------------------------

### Customize to your own workflow

Everyone has their own way to organize activities. Odoo Notes' smart kanban approach allows every user to customize their own steps to process it's to-dos and notes.

### A Creative Person

A creative person will organize notes based on idea's maturity level: Draft Ideas ** Mature Ideas ** Specified **To Do

### A Frequent Traveler

An employee travelling a lot can organize their tasks based on the context to perform the task: U.S. Office | London's Office | To Review during Flights | At Home

### A Manager

A manager will organize their high number of tasks based on prioritizations: Todo Today | This Week | This Month | Later

Personnal Notes
---------------

### Notes are private but can be shared

Write down your ideas in pads, keep your notes at your finger tips, attach related documents and use tags and colors to organize the information. Once your ideas are mature, you can share them to others users, start discussing it and collaborate by improving the specification in the pad.

Collaborative Meeting Minutes
-----------------------------

### Real-time sharing and edition of notes

The real time collaborative writings on notes makes it the perfect tool to collaborate on meeting minutes. Attendees will be able to contribute to the minutes, attach important documents or discuss on the related thread.

",,
base,model,"ir.module.module,description",base.module_point_of_sale,"Odoo Point of Sale
-----------------------------

Odoo's <a href=""https://www.odoo.com/page/point-of-sale"">Point of Sale</a>
introduces a super clean interface with no installation required that runs
online and offline on modern hardwares.

It's full integration with the company inventory and accounting, gives you real
time statistics and consolidations amongst all shops without the hassle of
integrating several applications.

Work with the hardware you already have
---------------------------------------

### In your web browser

Odoo's POS is a web application that can run on any device that can display
websites with little to no setup required.

### Touchscreen or Keyboard ?

The Point of Sale works perfectly on any kind of touch enabled device, whether
it's multi-touch tablets like an iPad or keyboardless resistive touchscreen
terminals.

### Scales and Printers

Barcode scanners and printers are supported out of the box with no setup
required. Scales, cashboxes, and other peripherals can be used with the proxy
API.

Online and Offline
------------------

### Odoo's POS stays reliable even if your connection isn't

Deploy new stores with just an internet connection: **no installation, no
specific hardware required**. It works with any **iPad, Tablet PC, laptop** or
industrial POS machine.

While an internet connection is required to start the Point of Sale, it will
stay operational even after a complete disconnection.


A super clean user interface
----------------------------

### Simple and beautifull

Say goodbye to ugly, outdated POS software and enjoy the Odoo web interface
designed for modern retailer.

### Designed for Productivity

Whether it's for a restaurant or a shop, you can activate the multiple orders
in parallel to not make your customers wait.

### Blazing fast search

Scan products, browse through hierarchical categories, or get quick information
about products with the blasting fast filter accross all your products.

Integrated Inventory Management
-------------------------------

Consolidate all your Sales Teams in real time: stores, ecommerce, sales
teams. Get real time control of the inventory and accurate forecasts to manage
procurements.

A full warehouse management system at your fingertips: get information about
products availabilities, trigger procurement requests, etc.

Deliver in-store customer services
----------------------------------

Give your shopper a strong experience by integrating in-store customer
services. Handle reparations, track warantees, follow customer claims, plan
delivery orders, etc.

Invoicing & Accounting Integration
----------------------------------

Produce customer invoices in just a few clicks. Control sales and cash in real
time and use Odoo's powerful reporting to make smarter decisions to improve
your store's efficiency.

No more hassle of having to integrate softwares: get all your sales and
inventory operations automatically posted in your G/L.

Unified Data Amongst All Shops
------------------------------

Get new products, pricing strategies and promotions applied automatically to
selected stores. Work on a unified customer base. No complex interface is
required to pilot a global strategy amongst all your stores.

With Odoo as a backend, you have a system proven to be perfectly suitable for
small stores or large multinationals.

Know your customers - in store and out
--------------------------------------

Successful brands integrates all their customer relationship accross all their
channels to develop accurate customer profile and communicate with shoppers as
they make buying decisions, in store or online.

With Odoo, you get a 360° customer view, including cross-channel sales,
interaction history, profiles, and more.

",,
base,selection,"ir.module.module,license",0,Odoo Proprietary License v1.0,,
base,model,"ir.module.module,shortdesc",base.module_web_settings_dashboard,Odoo Settings Dashboard,,
base,model,"ir.module.module,description",base.module_purchase,"Odoo Supply Chain
-----------------

Automate requisition-to-pay, control invoicing with the Odoo
<a href=""https://www.odoo.com/page/purchase"">Open Source Supply Chain</a>.

Automate procurement propositions, launch request for quotations, track
purchase orders, manage vendors' information, control products reception and
check vendors' invoices.

Automated Procurement Propositions
----------------------------------

Reduce inventory level with procurement rules. Get the right purchase
proposition at the right time to reduce your inventory level. Improve your
purchase and inventory performance with procurement rules depending on stock
levels, logistic rules, sales orders, forecasted manufacturing orders, etc.

Send requests for quotations or purchase orders to your vendor in one click.
Get access to product receptions and invoices from your purchase order.

Purchase Tenders
----------------

Launch purchase tenders, integrate vendor's answers in the process and
compare propositions. Choose the best offer and send purchase orders easily.
Use reporting to analyse the quality of your vendors afterwards.


Email integrations
------------------

Integrate all vendor's communications on the purchase orders (or RfQs) to get
a strong traceability on the negotiation or after sales service issues. Use the
claim management module to track issues related to vendors.

Standard Price, Average Price, FIFO
-----------------------------------

Use the costing method that reflects your business: standard price, average
price, fifo or lifo. Get your accounting entries and the right inventory
valuation in real-time; Odoo manages everything for you, transparently.

Import Vendor Pricelists
--------------------------

Take smart purchase decisions using the best prices.  Easily import vendor's
pricelists to make smarter purchase decisions based on promotions, prices
depending on quantities and special contract conditions. You can even base your
sale price depending on your vendor's prices.

Control Products and Invoices
-----------------------------

No product or order is left behind, the inventory control allows you to manage
back orders, refunds, product reception and quality control. Choose the right
control method according to your need.

Control vendor bills with no effort. Choose the right method according to
your need: pre-generate draft invoices based on purchase orders, on products
receptions, create invoices manually and import lines from purchase orders,
etc.

",,
base,model,"ir.module.module,shortdesc",base.module_web_diagram,Odoo Web Diagram,,
base,model,"ir.module.module,description",base.module_website,"Odoo Website Builder
--------------------

Get an awesome and <a href=""https://www.odoo.com/page/website-builder"">free website</a>,
easily customizable with the Odoo <a href=""https://www.odoo.com/page/website-builder"">website builder</a>.

Create enterprise grade website with our super easy builder. Use finely
designed building blocks and edit everything inline.

Benefit from out-of-the-box business features; e-Commerce, events, blogs, jobs
announces, customer references, call-to-actions, etc.

Edit Anything Inline
--------------------

Create beautiful websites with no technical knowledge. Odoo's unique *'edit
inline'* approach makes website creation surprisingly easy. No more complex
backend; just click anywhere to change any content.

""Want to change the price of a product? or put it in bold? Want to change a
blog title?"" Just click and change. What you see is what you get. Really.

Awesome. Astonishingly Beautiful.
---------------------------------

Odoo's building blocks allow to design modern websites that are not possible
with traditional WYSIWYG page editors.

Whether it's for products descriptions, blogs or static pages, you don't need
to be a professioanl designer to create clean contents. Just drag and drop and
customize predefined building blocks.

Enterprise-Ready, out-of-the-box
--------------------------------

Activate ready-to-use enterprise features in just a click; e-commerce,
call-to-actions, jobs announces, events, customer references, blogs, etc.

Traditional eCommerce and CMS have poorly designed backends as it's not their
core focus. With the Odoo integration, you benefit from the best management
software to follow-up on your orders, your jobs applicants, your leads, etc.

A Great Mobile Experience
-------------------------

Get a mobile friendly website thanks to our responsive design based on
bootstrap. All your pages adapt automatically to the screen size. (mobile
phones, tablets, desktop) You don't have to worry about mobile contents, it
works by default.

SEO tools at your finger tips
-----------------------------

The *Promote* tool suggests keywords according to Google most searched terms.
Search Engine Optimization tools are ready to use, with no configuration
required.

Google Analytics tracks your shopping cart events by default. Sitemap and
structured content are created automatically for Google indexation.

Multi-Languages Made Easy
-------------------------

Get your website translated in multiple languages with no effort. Odoo proposes
and propagates translations automatically across pages, following what you edit
on the master page.

Benefit from professional translators to translate all your contents
automatically with the [Gengo](http://gengo.com) integration. Update any part
of your website and the translated versions are pushed automatically in a few
hours.

Designer-Friendly Templates
---------------------------

Templates are awesome and easy to design. You don't need to develop to create
new pages, themes or building blocks. We use a clean HTML structure, a
[bootstrap](http://getbootstrap.com/) CSS.

Customize every page on the fly with the integrated template editor. Distribute
your work easily as an Odoo module.

Fluid Grid Layouting
--------------------

Design perfect pages by drag and dropping building blocks. Move and scale them
to fit the layout you are looking for.

Building blocks are based on a responsive, mobile friendly fluid grid system
that appropriately scales up to 12 columns as the device or viewport size
increases.

Professional Themes
-------------------

Design a custom theme or reuse pre-defined themes to customize the look and
feel of your website.

Test new color scheme easily; you can change your theme at any time in just a
click.

Integrated With Odoo Apps
-------------------------

### e-Commerce

Promote products, sell online, optimize visitors' shopping experience.


### Blogs

Write news, attract new visitors, build customer loyalty.


### Online Events

Schedule, organize, promote or sell events online; conferences, trainings, webinars, etc.
",,
base,model,"ir.module.module,description",base.module_website_sale,"Odoo e-Commerce
---------------

### Optimize sales with an awesome online store.

Odoo is an <a href=""https://www.odoo.com/page/e-commerce"">Open Source eCommerce</a>
unlike anything you have ever seen before. Get an awesome catalog of products
and great product description pages.

It's full-featured, integrated with your management software, fully
customizable and super easy.

Create Awesome Product Pages
----------------------------

Odoo's unique *'edit inline'* and building blocks approach makes product pages
creation surprisingly easy. ""Want to change the price of a product? or put it
in bold? Want to add a banner for a specific product?"" just click and change.
What you see is what you get. Really.

Drag & Drop well designed *'Building Blocks'* to create beautifull product
pages that your customer will love.

Increase Your Revenue Per Order
-------------------------------

The built-in cross-selling feature helps you offer extra products related to
what the shopper put in his cart. (e.g. accessories)

Odoo's upselling algorythm allows you to show visitors similar but more
expensive products than the one in view, with incentives.

The inline editing feature allows you to easily change a price, launch a
promotion or fine tune the description of a product, in a just a click.

A Clean Google Analytics Integration
------------------------------------

Get a clear visibility of your sales funnel. Odoo's Google Analytics trackers
are configured by default to track all kind of events related to shopping
carts, call-to-actions, etc.

As Odoo marketing tools (mass mailing, campaigns, etc) are also linked with
Google Analytics, you get a complete view of your business.

Target New Markets
------------------

Get your website translated in multiple languages with no effort. Odoo proposes
and propagates translations automatically across pages.

Our translation ""on demand"" features allows you to benefit from professional
translators to translate all your changes automatically. Just change any part
of your website (a new blog post, a page modification, product descriptions,
...) and the translated versions are updated automatically in around 32 hours.

Fine Tune Your Catalog
----------------------

Get a full control on how you display your products in the catalog page:
promotional ribbons, related sized of products, discounts, variants, grid/list
view, etc.

Edit any product inline to make your website evolve with your customer need.

Acquire New Customers
---------------------

SEO tools are ready to use, with no configuration required. Odoo suggests
keywords according to Google most searched terms, Google Analytics tracks your
shopping cart events, sitemap are created automatically for Google indexation,
etc.

We even do structured content automatically to promote your product and events
efficiently in Google.

Leverage Social Media
---------------------

Create new landing pages easily with the Odoo inline edition feature. Send
visitors of your different marketing campaigns to specific landing pages to
optimize conversions.

Manage a Reseller Network
-------------------------

Manage a reseller network to target new market, have local presences or broaden
your distribution. Give them access to your reseller portal for an efficient
collaboration.

Promote your resellers online, forward leads to resellers (with built-in
geolocalisation feature), define specific pricelists, launch a loyalty program
(offer specific discounts to your best customers or resellers), etc.

Benefit from the power of Odoo, in your online store: a powerfull tax engine,
flexible pricing structures, a real inventory management solution, a reseller
interface, support for products with different behaviours; physical goods,
events, services, variants and options, etc.

You don't need to interface with your warehouse, sales or accounting software.
Everything is integrated with Odoo. No pain, real time.

A Clean Checkout Process
------------------------

Convert most visitor interests into real orders with a clean checkout process
with a minimal number of steps and a great useability on every page.

Customize your checkout process to fit your business needs: payment modes,
delivery methods, cross-selling, special conditions, etc.

And much more...
----------------

### Online Sales

-   Mobile Interface
-   Sell products, events or services
-   Flexible pricelists
-   Product multi-variants
-   Multiple stores
-   Great checkout process

### Customer Service

-   Customer Portal to track orders
-   Assisted shopping with website live chats
-   Returns management
-   Advanced shipping rules
-   Coupons or gift certificates

### Order Management

-   Advanced warehouse management features
-   Invoicing and accounting integration
-   Mass mailing and customer segmentations
-   Lead automation and marketing campaigns
-   Persistent shopping cart

Fully Integrated With Other Apps
--------------------------------

### CMS

Easily create awesome websites with no technical knowledge required.

### Blogs

Write news, attract new visitors, build customer loyalty.

### Online Events

Schedule, organize, promote or sell events online; conferences, webinars, trainings, etc.

",,
base,model_terms,"ir.actions.act_window,help",base.action_partner_customer_form,Odoo helps you easily track all activities related to a customer.,,
base,model_terms,"ir.actions.act_window,help",base.action_partner_form,Odoo helps you easily track all activities related to a customer.,,
base,model_terms,"ir.actions.act_window,help",base.action_partner_supplier_form,Odoo helps you easily track all activities related to a vendor.,,
base,model,"ir.model.fields,help",base.field_ir_sequence__padding,Odoo will automatically adds some '0' on the left of the 'Next Number' to get the required padding size.,,
base,model,"ir.module.module,shortdesc",base.module_mail_bot,OdooBot,,
base,model,"ir.module.module,shortdesc",base.module_im_livechat_mail_bot,OdooBot for livechat,,
base,model,"res.partner.category,name",base.res_partner_category_12,Office Supplies,,
base,model,"ir.module.module,description",base.module_payment_ogone,Ogone Payment Acquirer,,
base,model,"ir.module.module,shortdesc",base.module_payment_ogone,Ogone Payment Acquirer,,
base,model_terms,"ir.ui.view,arch_db",base.demo_failures_dialog,Ok,,
base,model,"res.country,name",base.om,Oman,,
base,model,"ir.model.fields,field_description",base.field_ir_model_fields__on_delete,On Delete,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_act_window_view__multi,On Multiple Doc.,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_report__multi,On Multiple Doc.,,
base,model,"ir.model.fields,help",base.field_ir_model_fields__on_delete,On delete property for many2one fields,,
base,code,addons/models.py,3092,"One of the documents you are trying to access has been deleted, please try again after refreshing.",,
base,code,addons/models.py,3442,One of the records you are trying to modify has already been deleted (Document type: %s).,,
base,code,addons/base/models/ir_module.py,594,"One or more of the selected modules have already been uninstalled, if you believe this to be an error, you may try again later or contact support.",,
base,code,addons/base/models/res_partner.py,433,One2Many fields cannot be synchronized as part of `commercial_fields` or `address fields`,,
base,model,"ir.module.module,shortdesc",base.module_website_hr,Online Employee Details,,
base,model,"ir.module.module,shortdesc",base.module_website_event_sale,Online Event Ticketing,,
base,model,"ir.module.module,shortdesc",base.module_website_hr_recruitment,Online Jobs,,
base,model,"ir.module.module,shortdesc",base.module_website_membership,Online Members Directory,,
base,model,"ir.module.module,shortdesc",base.module_website_form_project,Online Task Submission,,
base,model,"ir.module.module,summary",base.module_website_calendar,Online appointments scheduler,,
base,code,addons/base/models/res_config.py,616,Only administrators can change the settings,,
base,code,addons/base/models/ir_attachment.py,69,Only administrators can execute this action.,,
base,code,addons/fields.py,1819,Only admins can upload SVG files.,,
base,model,"ir.model.fields,help",base.field_ir_ui_view__mode,"Only applies if this view inherits from an other one (inherit_id is not False/Null).

* if extension (default), if this view is requested the closest primary view
is looked up (via inherit_id), then all views inheriting from it with this
view's model are applied
* if primary, the closest primary view is fully resolved (even if it uses a
different model than this one), then this view's inheritance specs
(<xpath/>) are applied, and the result is used as if it were this view's
actual arch.
",,
base,sql_constraint,res.currency.rate,0,Only one currency rate per day allowed!,,
base,code,addons/base/wizard/base_partner_merge.py,294,Only the destination contact may be linked to existing Journal Items. Please ask the Administrator if you need to merge several contacts linked to existing Journal Items.,,
base,code,addons/base/models/ir_model.py,1293,Only users with the following access level are currently allowed to do that,,
base,model_terms,"ir.ui.view,arch_db",base.demo_force_install_form,"Oops, no!",,
base,model,"ir.module.module,shortdesc",base.module_openacademy,Open Academy,,
base,model_terms,"ir.ui.view,arch_db",base.view_base_module_update,Open Apps,,
base,model,"ir.actions.client,name",base.action_client_base_menu,Open Settings Menu,,
base,model_terms,"ir.ui.view,arch_db",base.view_window_action_tree,Open Window,,
base,model_terms,"ir.ui.view,arch_db",base.view_window_action_form,Open a Window,,
base,model_terms,"ir.ui.view,arch_db",base.view_window_action_search,Open a Window,,
base,code,addons/base/models/ir_model.py,1298,Operation:,,
base,code,addons/models.py,3094,Operation:,,
base,model,"ir.module.module,shortdesc",base.module_sale_crm,Opportunity to Quotation,,
base,selection,"base.partner.merge.automatic.wizard,state",0,Option,,
base,model,"ir.model.fields,help",base.field_ir_actions_act_window__domain,"Optional domain filtering of the destination data, as a Python expression",,
base,model,"ir.model.fields,help",base.field_ir_actions_act_url__help,"Optional help text for the users with a description of the target view, such as its usage and purpose.",,
base,model,"ir.model.fields,help",base.field_ir_actions_act_window__help,"Optional help text for the users with a description of the target view, such as its usage and purpose.",,
base,model,"ir.model.fields,help",base.field_ir_actions_act_window_close__help,"Optional help text for the users with a description of the target view, such as its usage and purpose.",,
base,model,"ir.model.fields,help",base.field_ir_actions_actions__help,"Optional help text for the users with a description of the target view, such as its usage and purpose.",,
base,model,"ir.model.fields,help",base.field_ir_actions_client__help,"Optional help text for the users with a description of the target view, such as its usage and purpose.",,
base,model,"ir.model.fields,help",base.field_ir_actions_report__help,"Optional help text for the users with a description of the target view, such as its usage and purpose.",,
base,model,"ir.model.fields,help",base.field_ir_actions_server__help,"Optional help text for the users with a description of the target view, such as its usage and purpose.",,
base,model,"ir.model.fields,help",base.field_ir_cron__help,"Optional help text for the users with a description of the target view, such as its usage and purpose.",,
base,model,"ir.model.fields,help",base.field_ir_actions_act_window__src_model,Optional model name of the objects on which this action should be visible,,
base,model,"ir.model.fields,help",base.field_ir_actions_client__res_model,"Optional model, mostly used for needactions.",,
base,model,"ir.model.fields,help",base.field_ir_mail_server__smtp_pass,Optional password for SMTP authentication,,
base,model,"ir.model.fields,help",base.field_ir_mail_server__smtp_user,Optional username for SMTP authentication,,
base,model_terms,"ir.ui.view,arch_db",base.base_partner_merge_automatic_wizard_form,Options,,
base,model,"ir.module.module,description",base.module_website_event_track,"Organize Events, Trainings & Webinars
-------------------------------------

### Schedule, Promote, Sell, Organize

Get extra features per event; multiple pages, sponsors, multiple talks, talk proposal form, agenda, event-related news, documents (slides of presentations), event-specific menus.

Organize Your Tracks
--------------------

### From the talk proposal to the publication

Add a talk proposal form on your events to allow visitors to submit talks and speakers. Organize the validation process of every talk, and schedule easily.

Odoo's unique frontend and backend integration makes organization and publication so easy. Easily design beautiful speaker biographies and talks description.

Agenda and List of Talks
------------------------

### A strong user interface

Get a beautiful agenda for each event published automatically on your website. Allow your visitors to easily search and browse talks, filter by tags, locations or speakers.

Manage Sponsors
---------------

### Sell sponsorship, promote your sponsors

Add sponsors to your events and publish sponsors per level (e.g. bronze, silver, gold) on the bottom of every page of the event.

Sell sponsorship packages online through the Odoo eCommerce for a full sales cycle integration.

Communicate Efficiently
-----------------------

### Activate a blog for some events

You can activate a blog for each event allowing you to communicate on specific events. Visitors can subscribe to news to get informed.",,
base,model,"ir.module.module,description",base.module_website_event,"Organize Events, Trainings & Webinars
-------------------------------------

### Schedule, Promote, Sell, Organize

Organize, promote and sell events online. Whether you organize meetings, conferences, trainings or webinars, Odoo gives you all the features you need to manage your events.

Create Awesome Event Pages
--------------------------

### Get rid of old WYSIWYG editors

Create beautiful event pages by drag & droping well designed *'Building Blocks'*. Publish event photos, speakers, schedule, etc.

Odoo's unique *'edit inline'* approach makes website creation surprisingly easy. ""Want to introduce a speaker? to change the price of a ticket? to update a banner? promote sponsors?"" just click and change.

Sell Tickets Online
-------------------

### Automate the registration and payment process

Sell registrations to your event with the multi-ticketing feature. Events can be free or for a fee. Attendees can pay online with a credit card or on invoice, based on your configuration.

Boost your sales with early-bird prices, special conditions for members, or extra services with multiple tickets.

A Clean Google Analytics Integration
------------------------------------

### Control your sales funnel with Google Analytics

Get a clear visibility of your sales funnel. Odoo's Google Analytics trackers are configured by default to track all kind of events related to shopping carts, call-to-actions, etc.

As Odoo marketing tools (mass mailing, campaigns, etc) are also linked with Google Analytics, you get a full view of your business.

Promote Events Efficiently
--------------------------

### Mass Mailing & Social Media

Use the segmentation, the social network integration and mass mailing features to promote your events to the right audience. Setup automated emails to attendees to send them last minute details.

Designer-Friendly Themes
------------------------

### Designers love working on Odoo

Themes are awesome and easy to design. You don't need to develop to create new pages, themes or building blocks. We use a clean HTML structure, a [bootstrap](http://getbootstrap.com/) CSS and our modularity allows to distribute your themes easily.

The building block approach allows the website to stay clean after the end-users start creating new contents.

Make Your Event More Visible
----------------------------

### SEO tools at your finger tips

SEO tools are ready to use, with no configuration required. Odoo suggests keywords according to Google most searched terms, Google Analytics tracks your shopping cart events and sitemap are created automatically.

We even do structured content automatically to promote your events and products efficiently in Google.

Leverage Social Media
---------------------

### Optimize: from Ads to Conversions

Create new landing pages easily with the Odoo inline edition feature. Send visitors of your different marketing campaigns to event landing pages to optimize conversions.

And Much More...
----------------

### Schedule

-   Calendar of Events
-   Publish related documents
-   Ressources allocation
-   Automate purchases (catering...)
-   Multiple locations and organizers
-   Mobile Interface

### Sell

-   Online or offline sales
-   Automated invoicing
-   Cancellation policies
-   Specific prices for members
-   Dashboards and reporting

### Organize

-   Advanced Planification
-   Print Badges
-   Automate Follow-up Emails
-   Min/Max capacities
-   Manage classes and ressources
-   Create group of attendees
-   Automate statisfaction surveys

Fully Integrated With Others Apps
---------------------------------

### Get hundreds of open source apps for free


### eCommerce

Promote products, sell online, optimize visitors' shopping experiences.


### Blogs

Write news, attract new visitors, build customer loyalty.


### Our Team

Create a great ""About us"" page by presenting your team efficiently.
",,
base,model,"ir.module.module,summary",base.module_project,Organize and schedule your projects ,,
base,model,"ir.module.module,summary",base.module_note,Organize your work with memos,,
base,model,"ir.model.fields,field_description",base.field_report_paperformat__orientation,Orientation,,
base,model,"ir.model.fields,field_description",base.field_ir_ui_view_custom__ref_id,Original View,,
base,code,addons/base/models/ir_qweb_fields.py,393,Original currency,,
base,code,addons/base/models/res_users.py,1277,Other,,
base,model_terms,"ir.ui.view,arch_db",base.user_groups_view,Other,,
base,model,"ir.module.category,name",base.module_category_extra,Other Extra Rights,,
base,selection,"ir.module.module,license",0,Other OSI Approved Licence,,
base,model,"ir.actions.act_window,name",base.action_partner_other_form,Other Partners,,
base,selection,"ir.module.module,license",0,Other Proprietary,,
base,model,"res.partner.industry,name",base.res_partner_industry_S,Other Services,,
base,selection,"res.partner,type",0,Other address,,
base,model_terms,"ir.ui.view,arch_db",base.view_model_form,"Other features are accessible through <code>self</code>, like
                                                <code>self.env</code>, etc.",,
base,model_terms,"ir.ui.view,arch_db",base.view_model_fields_form,"Other features are accessible through <code>self</code>, like
                                    <code>self.env</code>, etc.",,
base,model_terms,"ir.ui.view,arch_db",base.view_ir_mail_server_search,Outgoing Mail Server,,
base,model,"ir.actions.act_window,name",base.action_ir_mail_server_list,Outgoing Mail Servers,,
base,model,"ir.ui.menu,name",base.menu_mail_servers,Outgoing Mail Servers,,
base,model_terms,"ir.ui.view,arch_db",base.ir_mail_server_form,Outgoing Mail Servers,,
base,model_terms,"ir.ui.view,arch_db",base.ir_mail_server_list,Outgoing Mail Servers,,
base,model_terms,"ir.ui.view,arch_db",base.view_ir_mail_server_search,Outgoing Mail Servers,,
base,model,"ir.model.fields,field_description",base.field_report_paperformat__dpi,Output DPI,,
base,code,addons/models.py,2160,Output name %r is used twice.,,
base,model,"ir.model.fields,field_description",base.field_base_language_import__overwrite,Overwrite Existing Terms,,
base,model,"ir.model.fields,field_description",base.field_base_language_install__overwrite,Overwrite Existing Terms,,
base,model_terms,"ir.ui.view,arch_db",base.view_attachment_search,Owner,,
base,model,"res.partner.industry,full_name",base.res_partner_industry_P,P EDUCATION,,
base,selection,"ir.actions.report,report_type",0,PDF,,
base,model,"ir.module.module,summary",base.module_mrp_plm,"PLM, ECOs, Versions",,
base,selection,"base.language.export,format",0,PO File,,
base,model_terms,"ir.ui.view,arch_db",base.wizard_lang_export,PO(T) format: you should edit it with a PO editor such as,,
base,model_terms,"ir.ui.view,arch_db",base.wizard_lang_export,POEdit,,
base,model,"ir.module.module,shortdesc",base.module_pad_project,Pad on tasks,,
base,model,"ir.model.fields,field_description",base.field_report_paperformat__page_height,Page height (mm),,
base,model,"ir.model.fields,field_description",base.field_report_paperformat__page_width,Page width (mm),,
base,model,"res.country,name",base.pk,Pakistan,,
base,model,"res.country,name",base.pw,Palau,,
base,model,"res.country,name",base.pa,Panama,,
base,model,"ir.module.module,shortdesc",base.module_l10n_pa,Panama - Accounting,,
base,model,"ir.model.fields,field_description",base.field_ir_actions_report__paperformat_id,Paper Format,,
base,model,"ir.ui.menu,name",base.paper_format_menuitem,Paper Format,,
base,model,"ir.model,name",base.model_report_paperformat,Paper Format Config,,
base,model,"ir.actions.act_window,name",base.paper_format_action,Paper Format General Configuration,,
base,model,"ir.model.fields,field_description",base.field_res_company__paperformat_id,Paper format,,
base,model_terms,"ir.ui.view,arch_db",base.paperformat_view_form,Paper format configuration,,
base,model_terms,"ir.ui.view,arch_db",base.paperformat_view_tree,Paper format configuration,,
base,model,"ir.model.fields,field_description",base.field_report_paperformat__format,Paper size,,
base,model,"res.country,name",base.pg,Papua New Guinea,,
base,model,"res.country,name",base.py,Paraguay,,
base,model,"ir.ui.menu,name",base.menu_ir_property,Parameters,,
base,model_terms,"ir.ui.view,arch_db",base.ir_property_view,Parameters,,
base,model_terms,"ir.ui.view,arch_db",base.ir_property_view_search,Parameters,,
base,model_terms,"ir.ui.view,arch_db",base.ir_property_view_tree,Parameters,,
base,model_terms,"ir.ui.view,arch_db",base.ir_property_view_search,Parameters that are used by all resources.,,
